input_index,input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0
0,-0.0999999999999998,0.15,1.5707963267948966,1.5707963267948966,0.08095413,-0.071848184
1,-0.10020057195928277,0.19054470701985649,1.5348722348597388,1.5796767498785103,0.043777876,0.06333068
4,-0.10010846951834698,0.26142449517587407,1.5786528746273856,1.5628231934971342,0.03779582,0.032939702
5,-0.09991908219357594,0.28035765822074654,1.5951227257635932,1.558978711911386,0.037690807,0.055086464
6,-0.0996362514264051,0.2993195132733197,1.6226659576084952,1.553139300625416,0.01567805,0.23183265
7,-0.09929958245430796,0.3087367450477156,1.7385822842505316,1.5187168710987906,-0.020125588,0.2985615
29,-0.3587854361406979,2.014539533261955,1.209518482038055,1.429607626967748,0.1932188,-0.0018573105
30,-0.3424636845244525,2.1080050198766225,1.2085898267712931,1.3694455893588369,0.13828874,0.29216433
0,-0.0999999999999998,0.1722222222222222,1.5707963267948966,1.5707963267948966,0.078411885,-0.06563124
1,-0.10017855539174328,0.21148504618392017,1.5379807064917426,1.5789937245156989,0.036606543,0.080908835
2,-0.10019235081298832,0.2297301994941608,1.5784351239588599,1.5646968344755567,0.045649774,-0.011139974
5,-0.09980423210242412,0.2913630793034444,1.6037145788457732,1.5600677375217016,0.04296802,0.1039535
6,-0.09943243814584242,0.31317251262826296,1.655691330381904,1.5482273427857065,-0.014505846,0.3608635
7,-0.09956772696353956,0.3102239737662304,1.836123083778892,1.4843204722724064,0.014062102,0.25366443
28,-0.3598212943823808,1.9973264366078527,1.2174331891026835,1.4379952809645329,0.19384351,-0.024901226
0,-0.0999999999999998,0.1944444444444444,1.5707963267948966,1.5707963267948966,0.06645058,-0.046174735
1,-0.1001095948156496,0.22769892637016148,1.5477089593794684,1.576847735798375,0.038687434,0.06647704
4,-0.09987198421038189,0.2860315444981752,1.5984803783383708,1.5623470741922993,0.040640056,0.061516106
5,-0.09962813509446015,0.3064872202223933,1.629238431402717,1.5558324645450123,0.01068642,0.26451218
6,-0.09935826618917773,0.31385710390157956,1.7614945220437388,1.5152034109980559,-0.0128218215,0.28742346
7,-0.09944144646270858,0.3126764577191543,1.9052062528815608,1.462981880245735,0.03568847,0.20083357
8,-0.09721460029100727,0.3330180897720058,2.005623039850269,1.4616914508040906,0.052450266,0.1447564
21,-0.3650239520376473,1.4962563918420864,1.5058900165047984,1.6711975061019282,0.16894895,-0.10507074
22,-0.37215007044627113,1.580037979010068,1.4533546465125422,1.6391309869789583,0.14516501,-0.06411362
23,-0.3758400568348436,1.6518755828563048,1.4212978380408625,1.6051799411779202,0.14011401,-0.06277424
24,-0.3771049805242235,1.7213154964986708,1.3899107175555567,1.5728768630462984,0.14630352,-0.08207703
28,-0.3537780229813531,2.041203165611773,1.201350380727325,1.4111079858842854,0.1954523,0.07244198
0,-0.0999999999999998,0.2166666666666666,1.5707963267948966,1.5707963267948966,0.05439072,-0.020966485
1,-0.1000419123596675,0.2438682676448085,1.5603130842235426,1.5736758181776205,0.043553248,0.03543882
5,-0.09936717834057705,0.31556657053090564,1.7449720362809042,1.5215657868322126,-0.015218506,0.2947767
6,-0.09954386717341906,0.3130601642755603,1.892360390224729,1.4670084516201756,0.03100981,0.21138293
7,-0.09753595941965977,0.3315803343864842,1.9980518529799323,1.459778097239032,0.048312236,0.14455906
8,-0.09511053699515906,0.355738497941796,2.070331380763326,1.48241190894448,0.13107088,0.102946475
9,-0.09299276568769456,0.4138697659011501,2.1218046183374266,1.584273527658988,0.20338897,-0.0034011304
10,-0.1014727330792287,0.5044504676515944,2.120104053118501,1.7344462815457975,0.21138375,-0.10355088
11,-0.12399022718648953,0.6012884297523,2.068328612544809,1.853431492092419,0.20920701,-0.2554537
12,-0.1570300409039165,0.6982791965976917,1.9406017596509795,1.9324043279655445,0.21494734,-0.24071318
13,-0.19648359421444947,0.7987505279731255,1.8202451700952391,1.949318530863523,0.21245065,-0.1766836
14,-0.23455166296055702,0.8979432221383755,1.7319033677366118,1.9215722591244808,0.2032211,-0.11330253
15,-0.26697291168577353,0.9933619091397813,1.6752521033075194,1.8745520205513404,0.20400792,-0.022413433
16,-0.2942527237841259,1.0901997132893788,1.6640453870084624,1.8187770047048124,0.20357855,-0.046643928
17,-0.31697114291779505,1.1886598667202768,1.6407234231617789,1.7773807053072936,0.20409454,-0.059550032
18,-0.3360139319448387,1.2883866637631207,1.6109484071519713,1.741893641530306,0.20402968,-0.101172656
19,-0.35182262671739056,1.3888562426734168,1.560362079241548,1.7107311613013065,0.20121893,-0.0947521
20,-0.36400381111471247,1.4882291839111863,1.512986027696405,1.6741963447232222,0.17178495,-0.11053324
21,-0.37154808388658545,1.573445110070071,1.4577194089677672,1.6428492639113477,0.1468864,-0.06741002
22,-0.37555440599370865,1.646141427952144,1.4240143979575972,1.6088643126756346,0.1395424,-0.061134398
